SITE_NO,SITE_ID,dummyCell
5MV4528,25960,121747
5MV4532,25965,108250
5MV4544,25974,52520
5MV4546,25976,57985
5MV4553,25983,116192
5MV4557,25987,98695
5MV4563,25994,41496
5MV4566,25997,35945
5MV4571,26003,89549
5MV4576,26008,68125
5MV4582,26013,16267
5MV4595,26026,28484
5MV4620,26043,15868
5MV4623,26046,109554
5MV4634,26054,63972
5MV4658,26069,75578
5MV4664,26074,109296
5MV4668,26078,7469
5MV4672,26083,40507
5MV4685,26097,83878
5MV4694,26107,103261
5MV4702,26117,22164
5MV4707,26122,89425
5MV4710,26126,98315
5MV4731,26137,114867
5MV4733,26139,73118
5MV4736,26142,108134
5MV4751,26159,107558
5MV4755,26163,66537
5MV4794,26171,57409
5MV4798,26175,38089
5MV481,26186,30415
5MV4830,26203,10889
5MV4831,26204,101800
5MV4832,26205,101800
5MV4838,26211,36287
5MV4855,26230,25848
5MV4867,26243,44859
5MV4872,26249,16784
5MV4875,26252,51325
5MV497,26268,44887
5MV568,26340,97234
5MV582,26355,99759
5MV592,26366,64807
5MV600,26376,96142
5MV604,26380,44163
5MV623,26401,21774
5MV627,26405,87394
5MV67,26445,20286
5MV707,26474,6884
5MV708,26475,6884
5MV753,26525,44887
5MV76,26532,31069
5MV788,26563,17870
5MV803,26581,56968
5MV805,26583,69731
5MV83,26623,16591
5MV84,26634,61276
5MV845,26640,29892
5MV846,26641,90738
5MV853,26649,84150
5MV859,26655,61942
5MV861,26657,61942
5MV862,26658,44074
5MV88,26675,61276
5MV917,26705,26566
5MV923,26711,74098
5MV95,26736,72503
5MV1239,26870,52074
5MV4413,26965,26750
5MV4415,26966,112481
5MV4417,26968,26750
5MT01972,30074,12027
5MT23482,30193,106406
5MT23486,30197,69823
5MT3925,98,36467
5MT16778,415,17760
5MT16777,418,51535
5MT16783,420,97114
5MT16781,421,55768
5MT16789,423,51416
5MT16803,428,72233
5MT16808,430,108271
5DL859,568,7856
5DL860,569,31270
5DL861,570,27500
5MT1000,578,117398
5MT10438,680,79327
5MT10647,786,34336
5MT10853,976,98671
5MT11601,1171,69362
5MT121,1373,102588
5MT12598,1466,59708
5MT12936,1599,78599
5MT13041,1687,95938
5MT136,1996,56774
5MT1541,2111,87694
5MT1647,2216,120834
5MT1648,2217,106304
5MT1655,2225,11868
5MT207,2546,25124
5MT2320,2711,47449
5MT245,2818,32113
5MT2516,2873,99903
5MT2663,2947,10382
5MT35,3382,115537
5MT3793,3467,94752
5MT3822,3495,103558
5MT3879,3546,12978
5MT4329,3825,22022
5MT4353,3844,126033
5MT4450,3914,34335
5MT4479,3940,34340
5MT4623,4067,81737
5MT4683,4128,12013
5MT4684,4129,109104
5MT4700,4144,10997
5MT4803,4235,119097
5MT4813,4242,32537
5MT5,4405,128269
5MT5106,4516,34340
5MT5108,4518,48909
5MT5121,4532,85443
5MT5518,4815,37794
5MT6,5136,33652
5MT6849,5886,115932
5MT7088,6040,51990
5MT717,6065,86123
5MT7575,6371,29202
5MT7656,6400,35838
5MT797,6458,92338
5MT835,6708,8498
5MT839,6746,21802
5MT875,6952,108819
5DL492,7645,23369
5DL488,7651,99879
NA,7709,105095
NA,7711,35385
5MT4466A,7751,55775
5MT4466B,7752,84669
5MT5006,8199,117704
5MT603,8253,113654
5MV1153,8311,100616
5MV1159,8316,81959
5MV1160,8317,100616
5MT4421A,8422,71896
5DL717,8423,91166
5MT6794,8435,81135
5MT10991A,8440,80712
5MT10991B,8441,80712
5MT10581A,8455,55238
5MT10581B,8456,96583
NA,8458,77897
5DL578,8459,29958
NA,8460,5940
5DL506,8461,34675
NA,8462,17713
5MT4421B,8463,129405
5MT1905,8465,96225
5MT532,16692,16793
5MT4480,16710,85443
5MT697,16863,107548
5MT10991O,17781,80712
5MT10991E,17785,80712
5MT13314,17795,18722
5MT13314,17800,118616
5MT13314,17801,120824
5MT296,17802,94089
5MT16785,17806,10361
5MT16844,19798,19017
5MT2788,21036,107928
5MT7740,21739,24390
5MV111,22098,46397
5MV1201,22594,84856
5MV1218,22610,105146
5MV1221,22614,116058
5MV125,22632,12238
5MV132,22710,12238
5MV1385,22801,123940
5MV1614,23006,102258
5MV1615,23007,27357
5MV1631,23024,12644
5MV1642,23036,21611
5MV1644,23038,27357
5MV1647,23040,26039
5MV1664,23059,26039
5MV1679,23074,83426
5MV1927,23300,29723
5MV1928,23301,29723
5MV1929,23302,106781
5MV2446,23827,100786
5MV2463,23846,89364
5MV2472,23856,34695
5MV2476,23860,89364
5MV2477,23861,89364
5MV2478,23862,89364
5MV2479,23863,89364
5MV2481,23866,101861
5MV2482,23867,111542
5MV2839,24244,26179
5MV2841,24247,106781
5MV2843,24249,26179
5MV2859,24266,26179
5MV2899,24305,53456
5MV2901,24308,55947
5MV2905,24312,29723
5MV2913,24321,29723
5MV2917,24325,29723
5MV2935,24345,53456
5MV2937,24347,106781
5MV2941,24352,88118
5MV2955,24367,71276
5MV2963,24376,53456
5MV2965,24378,53456
5MV2969,24382,117355
5MV3066,24490,122627
5MV3126,24552,23634
5MV32,24633,31130
5MV3209,24644,117355
5MV3408,24659,25708
5MV3726,24674,74557
5MV398,24676,70693
5MV3225,24696,103634
5MV3232,24704,91703
5MV3258,24732,29504
5MV3262,24737,29504
5MV3266,24741,29504
5MV3270,24746,22528
5MV3283,24760,65008
5MV3287,24764,99876
5MV3289,24766,99876
5MV3294,24772,48272
5MV33,24778,31130
5MV3300,24780,111597
5MV3304,24784,111597
5MV3312,24793,111597
5MV3316,24797,111597
5MV336,24845,108722
5MV337,24856,108722
5MV3521,25009,29889
5MV3525,25013,29889
5MV3529,25017,90841
5MV3538,25027,69427
5MV3540,25029,69427
5MV3542,25031,90841
5MV3548,25037,69427
5MV3550,25040,69427
5MV3551,25041,80031
5MV3554,25044,119135
5MV3622,25120,81400
5MV3692,25197,31505
5MV3696,25201,109624
5MV3698,25203,74557
5MV3702,25209,31505
5MV3704,25211,31505
5MV3707,25214,109624
5MV3713,25221,111542
5MV3717,25225,72170
5MV3723,25232,74557
5MV3729,25234,82549
5MV3733,25239,15462
5MV3735,25241,15462
5MV3739,25245,72170
5MV3741,25248,74557
5MV3745,25252,109624
5MV3747,25254,109624
5MV3748,25255,74557
5MV375,25257,70693
5MV3750,25258,15462
5MV3751,25259,98034
5MV3754,25262,82549
5MV3755,25263,111542
5MV3812,25326,103086
5MV3816,25330,103086
5MV386,25378,105439
5MV4022,25496,89364
5MV4025,25499,89364
5MV4026,25500,89364
5MV4064,25541,31505
5MV4065,25542,74557
5MV4066,25543,15462
5MV4122,25595,32310
5MV4277,25799,69427
5MV4278,25800,69427
5MV4526,25958,109691
5MV474,26146,36287
5MV4743,26150,59421
5MV483,26202,30415
5MV491,26262,17179
5MV520,26295,60607
5MV522,26297,52614
5MV524,26299,51569
5MV733,26503,63443
5MV735,26505,13471
5MV745,26516,50030
5MV748,26519,72916
5MV759,26531,50030
5MV782,26557,24324
5MV790,26566,11093
5MV821,26614,122348
5MV828,26621,53613
5MV840,26635,80404
5MV867,26663,22837
5MV962,26750,22428
5MV963,26751,22428
5MV966,26754,22428
5MV3146,27083,122627
5MV3234,27084,103634
5MV3292,27085,48272
5MV3749,27088,74557
5MT19179,28,18236
5MT1670,44,103410
5MT6285,61,74036
5MT19212,81,52610
5MT19213,82,52610
5MT6724,100,26201
5MT19229,115,63779
5MT3799,128,64521
5MT19242,132,46896
5MT19339,133,109768
5MT3798,134,109768
5MT3914,142,28084
5MT3901,151,125594
5MT3924,160,66062
5MT19284,201,117340
5MT19299,218,36332
5MT3958,222,122294
5MT19323,264,54223
5MT16798,283,92807
5MT19367,322,98000
5MT19368,323,108313
5MT19380,340,89590
5MT3803,357,36296
5MT1747,370,69985
5MT19403,375,79538
5MT1752,378,21151
5MT19407,381,128328
5MT19412,389,73854
5MT19414,391,66060
5MT19416,393,22345
5MT19418,396,63629
5MT19424,405,83762
5MT16787,417,82469
5MT17382,424,102322
5MT19432,431,122869
5MT19439,439,78089
5MT19440,440,34426
5MT733,491,8378
5MT2760,499,61177
5DL1601,534,116259
5DL1606,538,92709
5DL531,550,34980
5DL555,558,12405
5DL557,560,8379
5MT101,580,41133
5MT10382,636,28935
5MT10383,637,82191
5MT104,654,79985
5MT10402,657,75081
5MT10608,750,28846
5MT10609,751,23117
5MT10612,754,120376
5MT10624,763,15840
5MT10625,764,15840
5MT10627,766,78391
5MT10633,772,102081
5MT10646,785,70213
5MT10662,801,37617
5MT10674,813,7663
5MT10686,825,13355
5MT10688,827,13355
5MT10711,851,104708
5MT10715,855,77502
5MT10725,865,12265
5MT10730,870,94259
5MT10796,927,99248
5MT108,931,85092
5MT10814,943,52068
5MT10817,945,109663
5MT10842,969,56435
5MT10968,989,10115
5MT11352,1087,34171
5MT11394,1109,16990
5MT11431,1128,40012
5MT11574,1144,127495
5MT11575,1145,109569
5MT11599,1169,15668
5MT11637,1207,93577
5MT11795,1231,112557
5MT11816,1242,121810
5MT11889,1274,55489
5MT11902,1288,102905
5MT11908,1294,58265
5MT11912,1299,50966
5MT11928,1315,77110
5MT11938,1325,33241
5MT11940,1327,34800
5MT11941,1328,86506
5MT12084,1367,31893
5MT12128,1393,103316
5MT12200,1429,37981
5MT12595,1463,36369
5MT12613,1477,25211
5MT12619,1482,82285
5MT12620,1483,48551
5MT12621,1484,121373
5MT12650,1500,5515
5MT12651,1501,51353
5MT12654,1504,24208
5MT12658,1507,100685
5MT127,1512,109506
5MT12929,1592,82432
5MT12932,1595,123026
5MT12935,1598,52293
5MT12948,1611,17340
5MT12967,1621,33057
5MT12968,1622,18940
5MT13002,1654,25155
5MT13007,1659,113536
5MT13241,1713,39229
5MT13303,1770,38771
5MT13317,1784,6389
5MT13320,1787,6321
5MT13339,1804,11157
5MT13343,1809,22726
5MT13368,1834,129010
5MT13387,1853,56620
5MT13392,1858,17169
5MT13403,1870,125496
5MT13413,1880,76001
5MT13421,1888,127890
5MT13422,1889,127890
5MT13423,1890,10744
5MT13425,1892,92091
5MT13432,1899,47857
5MT13435,1902,106475
5MT13437,1904,110388
5MT13442,1909,73412
5MT13547,1944,72787
5MT13550,1947,46827
5MT13555,1952,112167
5MT13556,1953,111936
5MT13557,1954,7670
5MT13558,1955,7670
5MT13560,1957,83148
5MT13561,1958,66799
5MT13567,1963,113127
5MT13569,1965,49792
5MT13574,1970,59926
5MT13575,1971,44409
5MT13582,1978,23481
5MT13590,1986,6312
5MT13591,1987,93770
5MT13592,1988,93770
5MT13593,1989,6312
5MT13596,1992,31498
5MT13598,1994,111038
5MT13606,2003,83391
5MT13621,2018,85430
5MT13634,2021,57013
5MT13635,2022,113981
5MT13637,2024,113808
5MT13639,2025,125922
5MT13641,2027,23685
5MT13642,2028,111653
5MT13816,2059,74188
5MT13817,2060,14021
5MT13913,2064,47418
5MT14538,2070,116153
5MT1512,2081,38003
5MT1516,2085,52836
5MT1531,2102,15401
5MT1544,2114,7512
5MT1549,2119,125409
5MT1552,2122,72296
5MT1554,2124,127293
5MT1581,2148,115568
5MT1583,2150,76788
5MT1587,2154,75535
5MT159,2157,28206
5MT1595,2163,7116
5MT1598,2166,70565
5MT1602,2168,48367
5MT1604,2170,68266
5MT1607,2173,90959
5MT1608,2174,7521
5MT1609,2175,116086
5MT1611,2178,106833
5MT1613,2180,93799
5MT1623,2191,76831
5MT163,2197,58984
5MT1637,2205,110563
5MT1640,2209,16425
5MT1646,2215,92862
5MT166,2230,78524
5MT1666,2237,70658
5MT1667,2238,61025
5MT1671,2242,92270
5MT1672,2243,41421
5MT1690,2262,91204
5MT1703,2272,110771
5MT1705,2274,79742
5MT1721,2291,92437
5MT1725,2295,114794
5MT1730,2298,8593
5MT1732,2300,124285
5MT1734,2302,112614
5MT1737,2305,71388
5MT1749,2317,22804
5MT177,2340,89203
5MT1772,2343,22804
5MT1773,2344,74772
5MT178,2349,112589
5MT1785,2355,84659
5MT1788,2358,54743
5MT1790,2360,61651
5MT1791,2361,61651
5MT1812,2383,109042
5MT1813,2384,79709
5MT1817,2387,15465
5MT1829,2400,52164
5MT183,2401,98723
5MT1833,2405,52414
5MT1834,2406,32270
5MT1848,2420,63141
5MT189,2429,26669
5MT197,2478,73389
5MT1970,2479,34891
5MT1977,2482,107711
5MT2011,2514,109183
5MT2022,2519,12044
5MT2037,2530,89223
5MT205,2532,84564
5MT209,2548,27129
5MT213,2563,54839
5MT2151,2568,56763
5MT2161,2571,91232
5MT218,2588,80223
5MT219,2599,80223
5MT2211,2623,8256
5MT2214,2626,38029
5MT2219,2631,37973
5MT2223,2636,87509
5MT223,2643,88622
5MT227,2675,123178
5MT230,2693,84243
5MT231,2700,84243
5MT2322,2713,89415
5MT2336,2727,42728
5MT237,2756,36184
5MT238,2764,82070
5MT2384,2769,86296
5MT241,2793,11200
5MT2424,2797,98637
5MT2515,2872,14594
5MT252,2877,59594
5MT2528,2884,57973
5MT2543,2900,34569
5MT256,2911,109588
5MT259,2916,112607
5MT260,2917,127332
5MT261,2918,90511
5MT264,2925,103023
5MT2685,2966,67607
5MT2694,2973,105748
5MT2696,2974,101289
5MT272,2983,10588
5MT2729,2988,43121
5MT276,3003,9117
5MT281,3020,92420
5MT2853,3036,90921
5MT2854,3037,118859
5MT2856,3039,40531
5MT2858,3041,88013
5MT2870,3052,35820
5MT2874,3056,98586
5MT3048,3111,104240
5MT3050,3114,19248
5MT306,3124,22346
5MT3072,3137,25882
5MT3113,3177,39660
5MT3117,3181,63384
5MT3130,3195,13583
5MT3134,3199,13583
5MT3180,3244,15184
5MT3187,3251,42757
5MT3196,3261,55050
5MT3197,3262,92770
5MT3216,3282,10414
5MT3221,3288,47890
5MT3232,3292,119643
5MT3240,3300,8163
5MT3255,3310,112543
5MT3262,3316,92148
5MT3283,3334,102028
5MT3286,3337,95605
5MT3294,3345,14456
5MT3311,3362,61179
5MT3314,3365,103786
5MT3318,3368,103786
5MT3790,3465,127211
5MT3794,3468,37640
5MT3804,3478,58154
5MT3815,3488,90873
5MT3818,3491,8944
5MT3820,3493,49909
5MT3867,3536,54587
5MT3869,3538,8535
5MT3870,3539,8535
5MT3873,3542,54587
5MT3881,3548,99248
5MT3888,3554,10754
5MT3890,3556,107631
5MT3891,3557,91977
5MT3895,3561,94259
5MT3899,3565,108994
5MT3906,3572,94259
5MT3907,3573,129913
5MT3955,3617,8362
5MT3980,3640,94823
5MT3992,3652,92676
5MT4037,3674,97452
5MT408,3716,69591
5MT4102,3741,113654
5MT4374,3858,47174
5MT4384,3867,88073
5MT4396,3876,54776
5MT4422,3900,63545
5MT4430,3908,43226
5MT4447,3910,72859
5MT4448,3911,80329
5MT4449,3912,91288
5MT4453,3916,43064
5MT4454,3917,43064
5MT4512,3975,34752
5MT455,4009,52685
5MT459,4034,42523
5MT460,4042,63460
5MT4609,4052,29471
5MT4614,4057,85114
5MT4627,4071,96775
5MT4628,4072,71345
5MT465,4094,59510
5MT4650,4095,107093
5MT466,4104,40055
5MT4671,4115,55928
5MT4676,4120,57271
5MT468,4124,86525
5MT4692,4138,94832
5MT475,4177,100388
5MT4751,4179,68030
5MT4793,4224,69405
5MT486,4288,17960
5MT4883,4314,50838
5MT491,4341,37717
5MT493,4349,39638
5MT4940,4359,93193
5MT4956,4370,117037
5MT5019,4424,98594
5MT502,4425,102914
5MT5052,4461,16088
5MT510,4509,104882
5MT5137,4549,82158
5MT5146,4559,69455
5MT5147,4560,15271
5MT5149,4562,22525
5MT531,4647,22941
5MT533,4669,80844
5MT5347,4688,12965
5MT5367,4709,69631
5MT5451,4766,22135
5MT5453,4768,64540
5MT5455,4770,25680
5MT5457,4772,110826
5MT5464,4779,47401
5MT5496,4801,54399
5MT5497,4802,8402
5MT5500,4804,122437
5MT5505,4809,112842
5MT5506,4810,108967
5MT5718,4911,40148
5MT5729,4921,63291
5MT5785,4954,76057
5MT5806,4973,61248
5MT5863,5003,103676
5MT5884,5024,107499
5MT5958,5094,12687
5MT6156,5282,28040
5MT6157,5283,45718
5MT6160,5286,93287
5MT6226,5312,16763
5MT6247,5314,34855
5MT6316,5381,24189
5MT660,5639,84088
5MT670,5737,119199
5MT6746,5785,17718
5MT6835,5876,117756
5MT687,5907,42638
5MT688,5915,98023
5MT691,5924,97896
5MT6937,5947,86090
5MT6940,5950,69455
5MT6949,5958,113779
5MT6951,5960,7373
5MT6953,5962,20758
5MT6955,5964,110728
5MT7033,5991,57740
5MT713,6047,17735
5MT7150,6056,84273
5MT718,6070,67253
5MT721,6097,43144
5MT726,6141,90506
5MT7283,6148,121117
5MT7284,6149,96333
5MT729,6155,56673
5MT7295,6161,34069
5MT7296,6162,34069
5MT7309,6176,21449
5MT7313,6182,21449
5MT7317,6186,63467
5MT7337,6206,61668
5MT7360,6231,13675
5MT7370,6242,112543
5MT7372,6244,77685
5MT7400,6275,26483
5MT7405,6280,50665
5MT746,6304,129642
5MT7493,6317,39912
5MT7496,6320,68634
5MT751,6332,55477
5MT753,6347,81319
5MT758,6375,47418
5MT763,6390,56185
5MT7647,6394,44526
5MT771,6407,36870
5MT780,6416,29247
5MT781,6417,42848
5MT786,6422,99846
5MT794,6434,115455
5MT7970,6459,17091
5MT799,6473,31013
5MT800,6479,93198
5MT811,6554,58318
5MT8119,6556,70604
5MT818,6580,75886
5MT822,6612,123906
5MT823,6622,56428
5MT826,6653,58969
5MT8286,6680,9076
5MT8288,6682,45287
5MT830,6692,96915
5MT832,6700,86228
5MT833,6701,83391
5MT8336,6705,40691
5MT836,6716,56620
5MT8368,6725,25275
5MT837,6727,39949
5MT8370,6728,68287
5MT840,6756,123216
5MT8799,6981,39921
5MT880,6982,112415
5MT8812,6996,56913
5MT8825,7010,48593
5MT8842,7029,65639
5MT923,7257,22666
5MT932,7306,83773
5MT940,7371,67127
5MT948,7406,48367
5MT953,7411,35058
5MT969,7426,94919
5MT970,7427,113632
5MT971,7431,10414
5MT9799,7440,96520
5MT986,7443,92770
5MT993,7449,13622
5MT995,7451,75720
5MT996,7452,31155
5MT997,7453,48972
5MV1149,7459,49966
5MV1150,7460,69140
5MV1211,7470,109455
5MT13955,7579,114208
5MT13960,7584,61230
5MT13967,7591,10885
5MT13975,7602,41810
5MT13976,7603,128136
5MT13978,7605,126423
5MT13979,7606,126423
5MT13984,7611,65281
5DL2181,7629,78274
5DL2141,7630,39715
5DL2142,7631,74568
5DL2143,7632,100707
5DL523,7633,70134
5DL2145,7639,11618
5DL2182,7640,81203
5DL489,7642,115362
5DL396,7643,15068
5DL518,7644,15998
5DL522,7646,80938
5DL911,7647,8571
5DL494A,7649,115929
5MT13638,7653,18383
5MT13586,7657,71653
NA,7664,104938
NA,7665,63545
NA,7672,123216
NA,7688,56435
NA,7692,118616
NA,7695,117345
NA,7704,38771
NA,7705,121234
5MT11436,7778,64100
5MT13647,7851,38361
5MT13674,7877,65303
5MT13675,7878,7949
5MT13681,7884,89011
5MT13700,7902,7949
5MT13706,7908,82700
5MT1815,7948,15465
5MT2040,7979,36799
5MT2065,7990,97192
5MT2299,8023,113716
5MT2302,8024,129612
5MT2316,8028,58800
5MT235,8030,91247
5MT2411,8038,83137
5MT399,8133,114329
5MV1162,8319,46073
5MV1163,8320,46073
5MV1164,8321,74937
5MV1168,8324,74937
5MV1169,8325,33182
5MV1170,8326,74937
5MV1172,8328,74937
5MV1179,8332,74937
5MV1180,8333,33182
5MV1181,8334,46073
5MV881,8381,24445
5MV888,8383,36270
NA,8457,10918
5MT4003,16733,73861
5MT2-2,16739,47844
5MT3967,16742,8817
5MT2829,16795,76208
5MT2544,16808,104121
5MT8934,16820,57674
5MT9072,16825,68313
5MT14624,16900,68991
5MT14870,17144,76888
5MT14874,17146,78628
5MT14973,17219,61568
5MT14999,17249,98744
5MT15007,17253,56185
5MT15009,17277,44115
5MT15141,17432,31784
5MT15147,17436,46683
5MT15198,17495,28980
5MT15200,17496,28980
5MT15370,17659,109604
5MT15396,17682,91916
5MT15395,17733,19879
5MT15452,17741,31092
5MT15451,17751,61631
5MT15417,17760,73138
5MT15615,17767,11310
5MT15429,17774,89623
5MT11962,17791,50362
5MT14420,17792,89432
5MT16790,17807,124842
5DL1588,17901,56564
5DL1735,17907,59451
5DL803,18145,27500
5DL864,18163,27500
5DL908,18166,129907
5LP4279,18205,51484
5MT10010,18259,23138
5MT11182,18499,17851
5MT11337,18629,82280
5MT1202,18632,43505
5MT11490,18690,71488
5MT11961,18805,20614
5MT1197,18806,57766
5MT1198,18807,75802
5MT1261,18964,72720
5MT1268,18977,49480
5MT14455,19227,81601
5MT14460,19232,59116
5MT14478,19250,26885
5MT14598,19325,41824
5MT17334,19460,15716
5MT16520,19586,91021
5MT16556,19612,114358
5MT17034,19861,97166
5MT17039,19866,94514
5MT17062,19889,24617
5MT17065,19892,96679
5MT17136,19921,17017
5MT17272,19983,60827
5MT17274,19985,47055
5MT17275,19986,59899
5MT18378,20155,35615
5MT18564,20323,29765
5MT18842,20482,127862
5MT19045,20591,59734
5MT19485,20675,103711
5MT19551,20741,90625
5MT19686,20809,79456
5MT2511,20930,122930
5MT2564,20939,66509
5MT2743,21014,69398
5MT3825,21134,92807
5MT4202,21241,96167
5MT578,21476,26667
5MT601,21505,32960
5MT602,21506,96585
5MT704,21556,29765
5MT7548,21607,63791
5MT8088,21809,87890
5MT8093,21811,98929
5MT9541,22028,50268
5MV1110,22099,120182
5MV1344,22107,111189
5MV1348,22111,92895
5MV1350,22114,66061
5MV136,22124,11044
5MT973,22145,120529
5MT9870,22233,29066
5MT991893,22355,105134
5MT9933,22371,34367
5MV1025,22460,7402
5MV1054,22488,118685
5MV1099,22532,64527
5MV1101,22536,124910
5MV1102,22537,101236
5MV1104,22539,43667
5MV1106,22540,35550
5MV1124,22550,26857
5MV1144,22568,46071
5MV1148,22571,104639
5MV1173,22577,121304
5MV1174,22578,29445
5MV1175,22579,45362
5MV1195,22586,17540
5MV1199,22590,60925
5MV12,22591,75923
5MV1202,22595,84491
5MV1206,22599,89392
5MV1207,22600,101153
5MV1217,22609,60925
5MV1226,22618,129053
5MV1233,22624,16922
5MV1245,22627,108929
5MV1249,22631,12640
5MV1251,22634,64565
5MV1280,22666,121608
5MV1284,22670,123919
5MV1286,22672,39970
5MV1293,22680,96449
5MV1301,22690,57081
5MV1322,22713,30918
5MV1325,22716,118261
5MV1364,22739,39300
5MV1464,22746,9966
5MV1465,22747,86522
5MV147,22752,27396
5MV1474,22757,36370
5MV2013,22777,10693
5MV137,22784,11044
5MV1382,22798,11147
5MV1415,22835,73480
5MV1439,22853,109163
5MV1443,22858,62457
5MV1445,22860,16584
5MV1450,22863,83178
5MV15,22903,118155
5MV1500,22905,27466
5MV1502,22907,118514
5MV1540,22936,71926
5MV1545,22941,74051
5MV1553,22948,122075
5MV1554,22949,122075
5MV1559,22954,122075
5MV1562,22958,122075
5MV1569,22965,13207
5MV1590,22979,36718
5MV1591,22980,36718
5MV1594,22983,98333
5MV1596,22985,80185
5MV1598,22987,80185
5MV1603,22994,37829
5MV1605,22996,89555
5MV1610,23002,89725
5MV1613,23005,89555
5MV1617,23009,89725
5MV1619,23011,110590
5MV1621,23014,89725
5MV1623,23016,79847
5MV1624,23017,79847
5MV1626,23019,79847
5MV1628,23021,79847
5MV1629,23022,77979
5MV1630,23023,77979
5MV1633,23026,36578
5MV1648,23041,70095
5MV1650,23044,21611
5MV1653,23047,35018
5MV1655,23049,81835
5MV1656,23050,7991
5MV1658,23052,81835
5MV1670,23065,95664
5MV1671,23066,67677
5MV1684,23080,83426
5MV1686,23082,33905
5MV1687,23083,33905
5MV1689,23085,33905
5MV1693,23090,116805
5MV1699,23096,119403
5MV1723,23109,48554
5MV1725,23111,68854
5MV1764,23136,48554
5MV1768,23140,61029
5MV177,23142,10337
5MV1774,23147,90863
5MV1781,23154,84603
5MV1786,23159,124600
5MV1793,23160,106999
5MV1798,23165,21758
5MV1810,23180,127576
5MV1822,23193,99638
5MV1823,23194,37807
5MV1844,23217,118441
5MV1885,23258,37955
5MV189,23263,87199
5MV1890,23264,39351
5MV1893,23266,105134
5MV1900,23275,66489
5MV1909,23281,94254
5MV1915,23287,54370
5MV1922,23295,23525
5MV1972,23345,82992
5MV2019,23387,101871
5MV2022,23391,22555
5MV2025,23394,85794
5MV2026,23395,85794
5MV2041,23412,75491
5MV2047,23418,108520
5MV2049,23420,115001
5MV2721,23523,28974
5MV2723,23525,99212
5MV218,23598,26463
5MV220,23621,87199
5MV224,23651,67003
5MV2422,23801,114857
5MV2425,23804,125135
5MV2437,23817,108197
5MV2443,23824,29250
5MV2444,23825,76274
5MV2448,23829,114650
5MV2449,23830,114650
5MV245,23831,26212
5MV2454,23836,28336
5MV2462,23845,29250
5MV2470,23854,71083
5MV2471,23855,71083
5MV2502,23889,43327
5MV2504,23891,109106
5MV2508,23895,67121
5MV2511,23899,75846
5MV2514,23902,88608
5MV2517,23905,45589
5MV2519,23907,45589
5MV2526,23915,27685
5MV2530,23920,109554
5MV2532,23922,109554
5MV2534,23924,54975
5MV2536,23926,45589
5MV2537,23927,77338
5MV2545,23936,54975
5MV2549,23940,24964
5MV256,23952,105096
5MV2568,23961,24940
5MV257,23963,105096
5MV2587,23982,91626
5MV2602,23999,95463
5MV262,24018,18861
5MV2621,24020,99083
5MV2657,24054,47775
5MV2661,24059,83743
5MV2664,24062,89160
5MV2669,24067,37570
5MV2673,24072,12224
5MV2675,24074,117540
5MV2676,24075,28276
5MV2680,24080,95556
5MV2681,24081,125107
5MV2690,24091,57347
5MV2691,24092,12468
5MV271,24111,95207
5MV2712,24114,28814
5MV2733,24128,88065
5MV2736,24131,47754
5MV2738,24133,59386
5MV2753,24150,59386
5MV2760,24158,118255
5MV2775,24174,44500
5MV2779,24178,45785
5MV2791,24192,117455
5MV2816,24219,106924
5MV2820,24224,129338
5MV2830,24235,80732
5MV2837,24242,26179
5MV2856,24263,106924
5MV2861,24269,50691
5MV2892,24298,71630
5MV2931,24341,69580
5MV2933,24343,71276
5MV2938,24348,115711
5MV2949,24360,41496
5MV2974,24388,39971
5MV2981,24396,46404
5MV299,24405,34654
5MV3004,24422,105500
5MV3006,24424,105500
5MV3012,24431,37028
5MV3019,24438,93218
5MV3027,24447,78545
5MV3029,24449,78545
5MV3031,24452,64558
5MV3042,24464,60339
5MV3043,24465,78965
5MV3049,24471,28489
5MV3051,24474,108595
5MV3069,24493,128962
5MV308,24505,97906
5MV3093,24515,24352
5MV3104,24528,63278
5MV3105,24529,30515
5MV3108,24532,100057
5MV3112,24537,68957
5MV3114,24539,47766
5MV3116,24541,47766
5MV3137,24564,98633
5MV3158,24587,92530
5MV3160,24590,97649
5MV3162,24592,97649
5MV3163,24593,97649
5MV3164,24594,97649
5MV3166,24596,43521
5MV3168,24598,97649
5MV3169,24599,71802
5MV3170,24601,79303
5MV3171,24602,97649
5MV3172,24603,79303
5MV3190,24623,90645
5MV3192,24625,79303
5MV3212,24648,86291
5MV3406,24657,94155
5MV3410,24662,103091
5MV3724,24672,78518
5MV3725,24673,55959
5MV3727,24675,82549
5MV3227,24698,103634
5MV3235,24707,103634
5MV3241,24714,89549
5MV3248,24721,30313
5MV3251,24725,104288
5MV3252,24726,15721
5MV3271,24747,24291
5MV3273,24749,71500
5MV3277,24753,8394
5MV3284,24761,48272
5MV3297,24775,15207
5MV3302,24782,12164
5MV3309,24789,52491
5MV3311,24792,52491
5MV3313,24794,52491
5MV3320,24802,122708
5MV3330,24813,42000
5MV3332,24815,42000
5MV3335,24818,97940
5MV3337,24820,105814
5MV3339,24822,105814
5MV3340,24824,10697
5MV3349,24833,116484
5MV3351,24836,116484
5MV3353,24838,95359
5MV3390,24879,85324
5MV3396,24885,45889
5MV340,24890,77775
5MV3402,24893,97007
5MV3417,24898,40399
5MV3421,24903,117585
